Article_ID,Date,Title,Summary,Topic_2digit
24220,3/22/2004," In Florida Groves, Cheap Labor Means Machines","Increasing global competition forces American agricultural producers to cut costs;  in Florida, machines are replacing illegal immigrants in orange-picking.",4
24221,3/22/2004, LEADER OF HAMAS KILLED BY MISSILE IN ISRAELI STRIKE,Spiritual head of HAMAS group killed by Israeli rocket attack.,19
24222,3/22/2004,Delivery Delays Hurt U.S. Effort To Equip Iraqis,Contractual difficulties and other bottlenecks impede the equipping of the American-trained Iraqi security forces.,16
24223,3/22/2004, Detective in Corruption Inquiry Was Scrutinized in 1996 Case,Corruption and abuse of power by NYC police.,12
24224,3/23/2004,Death of Sheik Raises Question Of Hamas Fate,The prospects for HAMAS after the death of its spiritual leader in an Israeli air strike.,19
24225,3/23/2004,"Under Pressure, U.S. Criticizes Israel Move",American government pressured by world public opinion to criticize killing of HAMAS spiritual leader.,19
24226,3/23/2004,U.S. Team in Baghdad Fights A Persistent Enemy: Rumors,Group set up in Baghdad to counter anti-American rumors and promote U.S. perspective.,16
24227,3/23/2004,"He's Retired, She's Working, They're Not Happy",Marriages frayed from women working on after their husbands retire.,12
24228,3/23/2004,"A Cold Snap, and a Warm Solution",Cold weather; cute pictures.,26
24229,3/23/2004,Palestinians Swear Vengeance For Killing of Cleric by Israelis,Israeli-palestinian conflict; Palestinian protests and calls for revenge after Israeli airstrike killed spiritual leader of HAMAS.,19
24230,3/23/2004,City Calls Its System Of Aiding Homeless Too Broken to Fix,Conditions of the homeless in NYC shelters.,14
24231,3/23/2004, REGULATORS WANT ANTIDEPRESSANTS TO LIST WARNING,Andit-depressant manufacturers ordered to include warning how early treatment with antidepressants could create suicidal tendencies in the patient.,3
24232,3/23/2004," Ex-Bush Aide, Finding Fault, Sets Off Debate",Former counterterrorism expert Richard Clarke's allegations that after 9/11 he was pressured by Bush to find a link between Al Qaida and Iraq,16
24233,3/23/2004,"Anatomy Lessons, A Vanishing Rite For Young Doctors",Decreasing role of anatomy lessons in medical training.,3
24234,3/24/2004,Violence in Kosovo,Ethnic Albanian attacks to drive off remaining Serbian population from Kosovo. U.N. peacekeepers' inactivity.,19
24235,3/24/2004, Plan for Jets' West Side Stadium Surges Ahead,NYC efforts to revitalize Lower Manhattan by building a new stadium and doubling the size of the local convention center.,14
24236,3/24/2004," Online Swindlers, Called 'Phishers,' Lure the Unwary","Growth of new form of online fraud called ""phishing,"" by which Internet users are led by fraudulent e-mails to disclose vital information.",15
24237,3/24/2004,Bush and Clinton Aides Grilled by Panel,bush and clinton aides grilled by 9/11 panel,16
24238,3/24/2004, CITY SETS GOALS FOR THE HEALTH OF NEW YORKERS,"Launch of ambitious programme of health promotion in NYC, with especial focus on sexually-transmitted diseases. .",3
24239,3/24/2004,"After Sheik Is Slain, Hamas Picks Fiery Figure as Its Leader in Gaza",Successor in Gaza of killed HAMAS leader Sheikh Ahmed Yassin.,19
24240,3/24/2004,Medicare Overseers Expect Costs to Soar In Coming Decades,"Medicare officials warn of the program's financial crisis, which is fueled by rapidly increasing health costs and by the new Medicare law on prescription drugs.",3
24241,3/24/2004,"For a Day, Terrorism Transcends Politics as Commission Examines Failures",9/11 Comission's deliberations; bipartisan consensus on pre-9/11 faults.,16
24242,3/25/2004, ATHEIST PRESENTS CASE FOR TAKING GOD FROM PLEDGE,"Hearings in the Supreme Court on the inclusion of ""under God"" in the pledge of Alleigance",2
24243,3/25/2004,The Israelis Disarm A Boy With a Bomb,Israeli-palestinian conflict; Iraelis capturing boys intending to carry out suicide bombings.,19
24244,3/25/2004,EX-BUSH AIDE SAYS THREAT OF QAEDA WAS NOT PRIORITY,Former counteterrorism official Richard Clarke states before 9/11 comission that the Bush administration largely ignored the pre-9/11 threat from Al Qaeda.,16
24245,3/25/2004,"Deserted by Doctors, India's Poor Turn to Quacks",healthcare for the poor in india,19
24246,3/25/2004,Paring Away At Microsoft,"Microsoft loses antitrust suit before European Comission, which imposed a $603-million fine and ordered the company to stop the practice of ""bundling"" new products with the Windows operating system.",15
24247,3/25/2004,Missed Chances In a Long Hunt For bin Laden,9/11 comission hearings; testimony regarding efforts to capture or kill Osama Bin Laden.,16
24248,3/25/2004,"Less Jaw, Big Brain: Evolution Milestone Laid to Gene Flaw",Theory of gene flaw proposed to explain evolution of human beings.,17
24249,3/26/2004, Truck-Crash Fire Shuts Part of I-95,Crash involving diesel-carrying truck forces the closure the southbound portion of the I-95 highway.,27
24250,3/26/2004,SENATE OUTLAWS INJURY TO FETUS DURING A CRIME,"Senate passes law to consider harming the fetus of a pregnant woman a separate crime (i.e., additional to the one of harming the woman carrying it); pro-abortion groups denounce this as thin edge of the wedge that would establish the fetus as a person, le",2
24251,3/26/2004,"Blair Visits Qaddafi, Ending 30 Years of Isolation for Libya",Metting between Blair and Qaddafi is seen to formalize Lybia's renunciation of its sponsorship of terrorism.,16
24252,3/26/2004,RICE WOULD TAKE MORE QUESTIONS FROM 9/11 PANEL,"NSA Condoleeza Rice agrees to appear before 9/11 comission, but in private and not under oath; question of executive secrecy and smear tactics against critics.",16
24253,3/26/2004," Besieged, Accuser And Family Urge Quick Bryant Trial",Protection of women during rape trials; how trial of Kobe Bryant suggests that current laws to shield sex-crime victims are not working.,12
24254,3/26/2004,"On Brooklyn's Avenue of Babel, Cultures Entwine",NYTimes on the wonderful cultural variety of NYC's Coney Island Avenue.,14
24255,3/26/2004,"Chalabi, Nimble Exile, Searches for Role in Iraq","Iraqi exile Ahmad Chalabi's efforts to begin a political career in Iraq, despite the loss of U.S. support.",19
24256,3/26/2004,Ex-Aide's Book Corners Market In Capital Buzz,"Widespread popularity and best-sellerdom of Richard Clarke's book on intelligence, 9/11, and the war in Iraq.",16
24257,3/27/2004,"Faster, Simpler Test Approved for H.I.V.","New, simpler, and faster H.I.V test approved by FDA.",3
24258,3/27/2004,Increasing Turmoil on Jury Threatens Tyco Trial,Trial of executive of Tyco corporation; trial derails because of difficulties within the jury.,12
24259,3/27/2004, 8 HOSTAGES KILLED IN PAKISTAN SIEGE,"Relative lack of success of Pakistan's siege of tribal area, in which it was claimed that senior Al Qaeda figures had been trapped.",19
24260,3/27/2004,"For Symphony, a Youth Movement",Joint event between the New York Philharmonic and children from the National Dance Institute.,28
24261,3/27/2004, LEADERS OF G.O.P. TRY TO DISCREDIT A CRITIC OF BUSH,Senior Republicans efforts to discredit Richard Clarke and his allegations regarding the Bush administrations' actions towards Al Qaeda and Iraq.,16
24262,3/27/2004,DEMOCRATS ISSUE THREAT TO BLOCK COURT NOMINEES,Senate Democrats threaten to use filibuster to block all appointments unless President Bush ceases the practice of appointing justices while Congress is in recess.,20
24263,3/27/2004,Up to 16 Die in Gun Battles in Sunni Areas of Iraq,"Fighting in Fallujah, other Sunni areas; one marine killed",16
24264,3/27/2004,"Bumper to Bumper, Travelers Ride Out An I-95 Nightmare",Explosion from truck crash forces the closure of the I-95 highway for repairs lasting at least a week and costing millions of dollars.,10
24265,3/28/2004, Emergence of Juror Leaves Tyco Judge In Legal Quandary,Trial of executive of Tyco corporation; trial derails because of difficulties within the jury.,12
24266,3/28/2004,"Casting Reality TV, No Longer a Hunch, Becomes a Science",Use of sophisticated and exhaustive selection techniques for determining who will participate in a reality-show TV program.,28
24267,3/28/2004,Official Is Said To Recommend Sharon Charge,Israeli prime minister indicted for taking bribes from a real estate development.,19
24268,3/28/2004," Children Alone and Scared, Fighting Deportation",Plight of child immigrants and refugees facing deportation in NYC.,5
24269,3/28/2004,China Moves Toward Another West: Central Asia,"China Thrusts into Central Asia, Builds Oil Pipeline",19
24270,3/28/2004,Disenfranchised Florida Felons Struggle to Regain Their Rights,"Debate over Florida law that strips convicted felons of voting rights, even after release.",2
24271,3/28/2004,PLAN TO BATTLE AIDS WORLDWIDE IS FALLING SHORT,AIDS in developing countries; U.N. and U.S. plan to reduce incidence of disease not meeting its targets; lack of funds is cited as the cause.,19
24272,3/28/2004,A Bush Aide Returns to Help,Former White House communications director Karen Hughes returns to help Bush re-election campaign,20
24273,3/29/2004,WOULD-BE TRIBES ENTICE INVESTORS,"Trend for groups of individuals of Native American descent to claim recognition as a tribe, in order to obtain revenue from casinos.",21
24274,3/29/2004,Last 2 of the Final 4,College football.,29
24275,3/29/2004, Bronx Bomber in Training,Juvenile baseball.,29
24276,3/29/2004,G.I.'s Padlock Baghdad Paper Accused of Lies,U.S. military closes down Baghdad newspaper accused of inciting violence.,16
24277,3/29/2004,PRESIDENT ASKED AIDE TO EXPLORE IRAQ LINK TO 9/11,Bush White House acknowledges Richard Clarke's claim that Bush asked him after 9/11 to search for an Iraqi connection.,16
24278,3/29/2004," In One Small Town, Radioactive Waste Is a Welcome Sight",Profile of South Carolina town living off the nuclear-waste disposal business.,7
24279,3/29/2004," In 12th Book of Best-Selling Series, Jesus Returns",Popularity and best-seller status of religioso fiction series featuring hard-Evangelical positions on Jews and the Antichrist.,31
24280,3/29/2004,Summit Collapse Leaves Arab Leaders in Disarray,"Failure of Arab summit to discuss democratic reform, the Arab-Israeli conflict, and the war in Iraq.",19
24281,3/30/2004, Smoking Ban Begins in Ireland,"Implementation in Ireland of a ban on smoking in the workplace, which includes pubs.",19
24282,3/30/2004, Judge in Tyco Case Dismisses a Mistrial Motion,Questioned jury in Tyco executives' trial is found insufficient by judge to declare a mistrial.,12
24283,3/30/2004,STATE COMMISSION WANTS BILLIONS TO HELP SCHOOLS,Proposal from State Comission for multi-billion dollar plan to improve educational standards in NY State.,6
24284,3/30/2004,Reporter's Widow Is Making Her Case For a 9/11 Payment,"The widow of Daniel Perl, WSJ journalist abducted and killed while investigating Al Qaida links with the Pakistani government, applies for compensation from the 9/11 fund; question about true purposes of the fund.",16
24285,3/30/2004, 9/11 PANEL WANTS RICE UNDER OATH IN ANY TESTIMONY,"Congress-appointed 9/11 panel refuses White House restrictions on Rice testimony, among them the requirement that she not be required to testify under oath.",16
24286,3/30/2004, Big Pay Luring Military's Elite To Private Jobs,Special Forces-trained soldiers being tempted out of military careers by the lucrative offers made by private security companies.,16
24287,3/30/2004,SETBACK IS DEALT TO GAY MARRIAGE,Massachussets legislature approves constitutional amendment that would ban same-sex marriages while allowing same-sex civil unions.,2
24288,3/30/2004," G.I.'s in Afghanistan on Hunt, But Now for Hearts and Minds",American troops in Afghanistan shifting to hearts-and-minds tactics after conventional sweeps and raids yielded only limited results.,16
24289,3/31/2004,Fuel Prices a Focus Of Both Campaigns,Kerry and Bush campaigns use of fuel prices as an election issue.,8
24290,3/31/2004,"Defying Bush, Senate Increases Child Care Funds for the Poor","Over strong objections from the White House, Republican-dominated Senate approves an increase in child-support payments to low-income families.",5
24291,3/31/2004, TAXI COMMISSION BACKS A 26% RISE FOR FARES IN CITY,Taxi commission in NYC announces rate increase.,10
24292,3/31/2004,Who's Up First?,Baseball.,29
24293,3/31/2004,BUSH ALLOWS RICE TO TESTIFY ON 9/11 IN A PUBLIC SESSION,White House gives way on 9/11 demand that Condoleeza Rice testify under oath.,16
24294,3/31/2004,Reason to Run? Nader Argues He Has Plenty,Ralph Nader defends his decision to run in the election as a third-party candidate.,20
24295,3/31/2004," Oh, the Stories These Mute Pieces Could Tell","Questions on the how many relics from the 9/11 attacks would be used in the ""interpretive museum"" in NYC.",21
24296,3/31/2004,When Goals Meet Reality,"News analysis of the White House defeat on Rice's testimony; discussion of the administration's default position to resist oversight by Congress, and how this has often given way in the face of high political costs.",16
